Date,Habit,Status
2024-03-15,Exercise,Skipped
2024-05-15,Exercise,Completed
2024-05-28,Meditation,Skipped
2024-12-29,Journaling,Completed
2024-06-06,Journaling,Exceeded
2024-11-15,Journaling,Completed
2024-05-26,Journaling,Completed
2024-03-14,Water Intake,Partial
2024-11-02,Reading,Exceeded
2024-09-07,Exercise,Exceeded
2024-04-12,Reading,Partial
2024-04-04,Journaling,Exceeded
2024-08-22,Water Intake,Exceeded
2024-06-10,Journaling,Exceeded
2024-05-22,Water Intake,Skipped
2024-02-18,Journaling,Partial
2024-05-19,Meditation,Partial
2024-05-23,Reading,Exceeded
2024-11-28,Exercise,Exceeded
2024-11-30,Reading,Completed
2024-02-14,Journaling,Partial
2024-08-16,Exercise,Completed
2024-02-23,Exercise,Completed
2024-07-13,Exercise,Partial
2024-08-01,Exercise,Completed
2024-09-03,Journaling,Exceeded
2024-08-12,Journaling,Partial
2024-12-17,Journaling,Exceeded
2024-04-14,Journaling,Completed
2024-12-12,Journaling,Completed
2024-05-27,Water Intake,Skipped
2024-12-08,Journaling,Skipped
2024-12-10,Exercise,Skipped
2024-01-20,Reading,Skipped
2024-04-27,Exercise,Partial
2024-02-16,Journaling,Completed
2024-02-03,Meditation,Exceeded
2024-07-30,Meditation,Completed
2024-11-04,Exercise,Completed
2024-06-30,Meditation,Partial
2024-03-26,Exercise,Skipped
2024-01-13,Reading,Partial
2024-02-26,Exercise,Completed
2024-12-19,Water Intake,Exceeded
2024-03-17,Exercise,Completed
2024-04-22,Exercise,Partial
2024-12-07,Exercise,Completed
2024-04-26,Exercise,Partial
2024-03-27,Reading,Skipped
2024-10-27,Water Intake,Completed
2024-01-07,Journaling,Exceeded
2024-06-28,Water Intake,Exceeded
2024-07-23,Exercise,Exceeded
2024-11-28,Journaling,Exceeded
2024-01-22,Exercise,Completed
2024-06-03,Journaling,Partial
2024-08-16,Meditation,Skipped
2024-04-04,Exercise,Partial
2024-07-11,Meditation,Completed
2024-05-01,Journaling,Exceeded
2024-03-11,Reading,Exceeded
2024-03-23,Exercise,Completed
2024-02-20,Exercise,Completed
2024-03-20,Journaling,Exceeded
2024-04-23,Meditation,Skipped
2024-07-17,Water Intake,Completed
2024-03-19,Reading,Completed
2024-08-31,Water Intake,Skipped
2024-07-30,Meditation,Partial
2024-02-03,Journaling,Skipped
2024-04-05,Exercise,Exceeded
2024-04-12,Meditation,Completed
2024-01-17,Journaling,Partial
2024-04-21,Journaling,Exceeded
2024-09-25,Meditation,Skipped
2024-07-12,Water Intake,Exceeded
2024-11-30,Exercise,Completed
2024-03-14,Exercise,Skipped
2024-01-21,Meditation,Skipped
2024-10-20,Reading,Completed
2024-12-15,Water Intake,Completed
2024-03-14,Meditation,Completed
2024-09-10,Meditation,Partial
2024-02-13,Journaling,Partial
2024-01-31,Exercise,Skipped
2024-01-20,Meditation,Completed
2024-07-02,Journaling,Exceeded
2024-02-26,Water Intake,Exceeded
2024-09-10,Exercise,Skipped
2024-03-28,Reading,Exceeded
2024-05-06,Exercise,Exceeded
2024-08-18,Reading,Partial
2024-12-20,Reading,Completed
2024-07-08,Reading,Exceeded
2024-02-11,Exercise,Completed
2024-10-17,Exercise,Partial
2024-05-02,Reading,Completed
2024-11-03,Exercise,Completed
2024-02-01,Reading,Exceeded
2024-09-02,Reading,Skipped
2024-04-25,Reading,Partial
2024-05-08,Journaling,Partial
2024-02-29,Meditation,Skipped
2024-08-20,Water Intake,Partial
2024-05-01,Reading,Exceeded
2024-12-21,Water Intake,Exceeded
2024-06-15,Reading,Partial
2024-04-29,Water Intake,Skipped
2024-11-01,Journaling,Completed
2024-05-15,Meditation,Partial
2024-04-15,Exercise,Exceeded
2024-10-27,Exercise,Partial
2024-01-11,Water Intake,Skipped
2024-08-13,Water Intake,Exceeded
2024-05-11,Meditation,Skipped
2024-08-28,Meditation,Exceeded
2024-02-29,Water Intake,Exceeded
2024-04-16,Exercise,Exceeded
2024-06-07,Exercise,Partial
2024-01-31,Water Intake,Completed
2024-10-03,Water Intake,Exceeded
2024-09-17,Water Intake,Skipped
2024-08-22,Exercise,Partial
2024-03-22,Journaling,Completed
2024-08-13,Reading,Partial
2024-08-18,Exercise,Skipped
2024-02-05,Water Intake,Completed
2024-08-31,Journaling,Partial
2024-06-01,Meditation,Skipped
2024-02-26,Meditation,Completed
2024-05-05,Meditation,Partial
2024-05-27,Reading,Skipped
2024-06-03,Reading,Skipped
2024-09-19,Exercise,Partial
2024-05-23,Exercise,Skipped
2024-03-01,Reading,Partial
2024-03-26,Water Intake,Partial
2024-08-24,Journaling,Completed
2024-02-22,Meditation,Exceeded
2024-09-17,Reading,Partial
2024-02-24,Water Intake,Completed
2024-09-06,Exercise,Skipped
2024-08-07,Exercise,Exceeded
2024-02-17,Meditation,Skipped
2024-07-23,Exercise,Exceeded
2024-05-11,Exercise,Partial
2024-04-21,Reading,Partial
2024-10-02,Reading,Completed
2024-07-09,Exercise,Completed
2024-08-10,Reading,Exceeded
2024-05-27,Meditation,Exceeded
2024-12-05,Meditation,Partial
2024-11-28,Reading,Completed
2024-03-02,Water Intake,Partial
2024-01-23,Journaling,Partial
2024-03-17,Exercise,Skipped
2024-08-17,Water Intake,Skipped
2024-08-22,Meditation,Exceeded
2024-01-23,Meditation,Completed
2024-06-27,Meditation,Partial
2024-04-29,Meditation,Skipped
2024-12-24,Meditation,Exceeded
2024-03-30,Exercise,Skipped
2024-11-13,Journaling,Exceeded
2024-09-28,Water Intake,Skipped
2024-07-30,Reading,Skipped
2024-01-01,Water Intake,Exceeded
2024-01-18,Water Intake,Exceeded
2024-08-22,Journaling,Skipped
2024-11-24,Journaling,Exceeded
2024-10-18,Water Intake,Completed
2024-01-31,Exercise,Exceeded
2024-03-17,Water Intake,Skipped
2024-02-01,Journaling,Partial
2024-02-21,Journaling,Skipped
2024-06-07,Journaling,Skipped
2024-11-28,Water Intake,Completed
2024-01-09,Journaling,Completed
2024-12-02,Exercise,Completed
2024-01-11,Reading,Partial
2024-02-22,Water Intake,Exceeded
2024-10-27,Water Intake,Exceeded
2024-10-27,Meditation,Completed
2024-07-09,Meditation,Exceeded
2024-09-07,Journaling,Skipped
2024-05-16,Exercise,Exceeded
2024-10-30,Exercise,Completed
2024-01-15,Reading,Skipped
2024-02-04,Reading,Completed
2024-04-16,Meditation,Exceeded
2024-05-15,Meditation,Completed
2024-04-08,Journaling,Exceeded
2024-01-29,Meditation,Exceeded
2024-01-15,Water Intake,Skipped
2024-08-29,Reading,Completed
2024-09-06,Journaling,Completed
2024-09-13,Water Intake,Partial
2024-09-18,Reading,Skipped
2024-10-24,Journaling,Partial
2024-10-16,Meditation,Skipped
2024-09-23,Exercise,Exceeded
2024-11-16,Meditation,Partial
2024-05-26,Exercise,Completed
2024-07-05,Exercise,Skipped
2024-12-29,Journaling,Skipped
2024-01-09,Reading,Completed
2024-02-14,Water Intake,Exceeded
2024-10-09,Reading,Skipped
2024-09-09,Journaling,Exceeded
2024-01-19,Water Intake,Completed
2024-05-28,Meditation,Completed
2024-06-25,Exercise,Exceeded
2024-01-16,Exercise,Skipped
2024-07-07,Exercise,Completed
2024-10-01,Meditation,Completed
2024-02-13,Journaling,Skipped
2024-05-04,Water Intake,Exceeded
2024-01-31,Water Intake,Completed
2024-07-12,Journaling,Skipped
2024-09-23,Exercise,Exceeded
2024-12-19,Journaling,Skipped
2024-05-08,Reading,Skipped
2024-06-07,Water Intake,Completed
2024-08-25,Exercise,Partial
2024-04-07,Meditation,Skipped
2024-01-16,Journaling,Exceeded
2024-03-20,Water Intake,Skipped
2024-01-21,Meditation,Completed
2024-05-12,Journaling,Skipped
2024-07-27,Journaling,Partial
2024-12-15,Reading,Partial
2024-08-23,Journaling,Partial
2024-01-11,Meditation,Completed
2024-03-14,Water Intake,Partial
2024-10-02,Meditation,Partial
2024-05-20,Reading,Skipped
2024-11-20,Journaling,Completed
2024-11-09,Reading,Skipped
2024-08-31,Reading,Skipped
2024-06-26,Journaling,Exceeded
2024-07-19,Meditation,Completed
2024-01-26,Meditation,Completed
2024-02-10,Reading,Completed
2024-08-07,Meditation,Partial
2024-07-20,Journaling,Exceeded
2024-07-08,Journaling,Skipped
2024-12-25,Water Intake,Partial
2024-08-27,Exercise,Exceeded
2024-06-05,Journaling,Partial
2024-10-02,Meditation,Partial
2024-05-14,Journaling,Completed
2024-01-15,Water Intake,Completed
2024-08-15,Meditation,Exceeded
2024-03-19,Exercise,Partial
2024-11-30,Journaling,Exceeded
2024-06-14,Reading,Partial
2024-02-25,Reading,Exceeded
2024-07-14,Journaling,Skipped
2024-06-22,Exercise,Completed
2024-10-01,Water Intake,Skipped
2024-12-06,Journaling,Completed
2024-10-21,Reading,Partial
2024-03-07,Journaling,Completed
2024-07-14,Journaling,Skipped
2024-03-12,Water Intake,Completed
2024-12-20,Exercise,Completed
2024-05-10,Journaling,Exceeded
2024-05-15,Meditation,Exceeded
2024-11-05,Exercise,Exceeded
2024-09-05,Water Intake,Partial
2024-08-16,Water Intake,Partial
2024-04-08,Exercise,Partial
2024-12-17,Meditation,Exceeded
2024-06-27,Journaling,Exceeded
2024-01-01,Reading,Skipped
2024-02-14,Meditation,Completed
2024-07-01,Reading,Skipped
2024-03-19,Exercise,Partial
2024-01-07,Reading,Completed
2024-10-17,Meditation,Partial
2024-08-03,Exercise,Completed
2024-02-07,Water Intake,Skipped
2024-10-09,Water Intake,Partial
2024-03-27,Reading,Partial
2024-12-08,Meditation,Completed
2024-11-11,Journaling,Completed
2024-07-17,Water Intake,Partial
2024-03-05,Exercise,Completed
2024-06-22,Water Intake,Skipped
2024-10-29,Meditation,Partial
2024-10-07,Reading,Exceeded
2024-05-02,Journaling,Completed
2024-06-06,Reading,Partial
2024-01-24,Exercise,Partial
2024-07-29,Exercise,Exceeded
2024-10-17,Reading,Partial
2024-01-04,Journaling,Skipped
2024-07-23,Exercise,Exceeded
2024-07-22,Water Intake,Completed
2024-11-05,Journaling,Skipped
2024-02-10,Exercise,Exceeded
2024-09-02,Water Intake,Skipped
2024-05-09,Journaling,Exceeded
2024-02-07,Exercise,Partial
2024-07-06,Water Intake,Skipped
2024-04-10,Exercise,Skipped
2024-06-20,Reading,Partial
2024-12-05,Water Intake,Partial
2024-04-11,Journaling,Exceeded
2024-04-21,Meditation,Skipped
2024-10-27,Journaling,Exceeded
2024-01-01,Water Intake,Completed
2024-07-29,Journaling,Exceeded
2024-04-14,Exercise,Skipped
2024-12-20,Reading,Exceeded
2024-10-19,Meditation,Partial
2024-06-10,Journaling,Completed
2024-04-08,Journaling,Partial
2024-12-09,Journaling,Completed
2024-11-14,Journaling,Partial
2024-10-16,Reading,Skipped
2024-03-07,Water Intake,Exceeded
2024-01-24,Meditation,Partial
2024-10-30,Reading,Skipped
2024-06-04,Exercise,Partial
2024-07-28,Meditation,Skipped
2024-07-16,Journaling,Partial
2024-03-24,Water Intake,Partial
2024-01-14,Water Intake,Completed
2024-07-09,Exercise,Skipped
2024-12-15,Reading,Exceeded
2024-05-26,Reading,Completed
2024-07-20,Exercise,Completed
2024-04-23,Reading,Completed
2024-11-20,Reading,Partial
2024-03-15,Reading,Skipped
2024-05-20,Water Intake,Completed
2024-10-04,Journaling,Partial
2024-05-05,Meditation,Completed
2024-02-28,Water Intake,Partial
2024-01-11,Journaling,Completed
2024-10-20,Exercise,Exceeded
2024-10-18,Reading,Partial
2024-06-19,Water Intake,Completed
2024-07-23,Water Intake,Exceeded
2024-11-15,Journaling,Exceeded
2024-04-01,Water Intake,Partial
2024-11-20,Journaling,Exceeded
2024-08-25,Meditation,Skipped
2024-02-06,Water Intake,Exceeded
2024-11-03,Water Intake,Exceeded
2024-04-16,Journaling,Completed
2024-03-30,Reading,Exceeded
2024-12-12,Journaling,Completed
2024-07-13,Water Intake,Completed
2024-07-25,Meditation,Skipped
2024-08-26,Journaling,Completed
2024-02-17,Reading,Partial
2024-05-17,Journaling,Exceeded
2024-03-15,Journaling,Partial
2024-06-09,Meditation,Skipped
2024-06-12,Meditation,Skipped
2024-06-12,Exercise,Skipped
2024-10-18,Reading,Completed
2024-11-14,Meditation,Partial
2024-08-23,Reading,Partial
2024-05-20,Meditation,Partial
2024-10-15,Journaling,Exceeded
2024-05-26,Journaling,Completed
2024-02-16,Meditation,Completed
2024-12-22,Exercise,Completed
2024-05-19,Exercise,Completed
2024-02-20,Exercise,Exceeded
2024-02-12,Journaling,Completed
2024-02-12,Exercise,Partial
2024-01-11,Water Intake,Partial
2024-03-25,Exercise,Partial
2024-01-19,Reading,Exceeded
2024-05-03,Water Intake,Partial
2024-03-30,Journaling,Skipped
2024-12-22,Journaling,Completed
2024-11-10,Water Intake,Skipped
2024-05-27,Reading,Completed
2024-11-20,Exercise,Exceeded
2024-02-18,Meditation,Partial
2024-10-20,Journaling,Skipped
2024-09-17,Reading,Partial
2024-08-19,Water Intake,Completed
2024-11-17,Meditation,Skipped
2024-05-21,Journaling,Exceeded
2024-01-17,Meditation,Skipped
2024-02-23,Meditation,Completed
2024-04-12,Water Intake,Partial
2024-01-18,Journaling,Exceeded
2024-06-30,Journaling,Partial
2024-05-21,Reading,Completed
2024-07-18,Journaling,Partial
2024-02-05,Journaling,Exceeded
2024-10-11,Water Intake,Skipped
2024-03-23,Reading,Skipped
2024-01-19,Reading,Completed
2024-11-10,Meditation,Skipped
2024-04-06,Exercise,Exceeded
2024-11-16,Water Intake,Exceeded
2024-01-22,Journaling,Partial
2024-06-17,Exercise,Exceeded
2024-12-11,Water Intake,Skipped
2024-01-15,Meditation,Skipped
2024-04-24,Meditation,Partial
2024-06-12,Exercise,Partial
2024-07-09,Exercise,Completed
2024-07-31,Exercise,Exceeded
2024-07-01,Journaling,Partial
2024-01-03,Journaling,Exceeded
2024-08-30,Exercise,Exceeded
2024-05-11,Meditation,Skipped
2024-12-04,Journaling,Exceeded
2024-03-05,Meditation,Skipped
2024-05-25,Exercise,Exceeded
2024-06-26,Exercise,Exceeded
2024-12-07,Meditation,Skipped
2024-05-28,Meditation,Skipped
2024-07-24,Journaling,Partial
2024-01-14,Meditation,Exceeded
2024-11-28,Journaling,Partial
2024-10-25,Journaling,Completed
2024-05-12,Exercise,Partial
2024-06-07,Reading,Completed
2024-12-07,Meditation,Partial
2024-11-25,Exercise,Partial
2024-10-04,Meditation,Completed
2024-06-24,Meditation,Partial
2024-12-02,Exercise,Exceeded
2024-04-23,Water Intake,Completed
2024-11-07,Water Intake,Completed
2024-12-12,Exercise,Completed
2024-01-17,Exercise,Completed
2024-05-31,Meditation,Completed
2024-09-17,Journaling,Exceeded
2024-03-21,Water Intake,Completed
2024-11-03,Journaling,Partial
2024-03-10,Reading,Exceeded
2024-12-15,Exercise,Partial
2024-10-03,Water Intake,Exceeded
2024-01-23,Exercise,Skipped
2024-09-23,Water Intake,Skipped
2024-06-04,Exercise,Skipped
2024-10-08,Journaling,Partial
2024-08-14,Water Intake,Exceeded
2024-12-27,Meditation,Partial
2024-04-11,Water Intake,Skipped
2024-10-01,Exercise,Exceeded
2024-08-03,Journaling,Exceeded
2024-05-29,Reading,Partial
2024-05-21,Exercise,Partial
2024-12-30,Meditation,Partial
2024-07-04,Meditation,Skipped
2024-12-28,Journaling,Exceeded
2024-09-14,Journaling,Completed
2024-10-30,Journaling,Skipped
2024-08-10,Exercise,Partial
2024-01-10,Reading,Partial
2024-11-14,Exercise,Skipped
2024-02-04,Meditation,Skipped
2024-05-12,Meditation,Partial
2024-11-28,Reading,Completed
2024-02-03,Water Intake,Completed
2024-09-06,Water Intake,Completed
2024-04-18,Exercise,Completed
2024-07-31,Reading,Partial
2024-12-12,Water Intake,Completed
2024-05-13,Reading,Skipped
2024-05-22,Exercise,Exceeded
2024-04-20,Meditation,Completed
2024-01-11,Meditation,Skipped
2024-12-05,Meditation,Skipped
2024-08-26,Exercise,Skipped
2024-06-05,Exercise,Skipped
2024-01-01,Journaling,Partial
2024-03-09,Water Intake,Skipped
2024-08-12,Reading,Skipped
2024-09-21,Reading,Partial
2024-03-16,Exercise,Skipped
2024-01-11,Meditation,Exceeded
2024-01-30,Exercise,Partial
2024-09-14,Journaling,Partial
2024-08-29,Journaling,Exceeded
2024-06-08,Meditation,Exceeded
2024-11-01,Exercise,Partial
2024-06-28,Reading,Completed
2024-11-27,Exercise,Partial
2024-12-22,Exercise,Exceeded
2024-04-08,Exercise,Exceeded
2024-10-10,Meditation,Skipped
2024-05-21,Exercise,Exceeded
2024-12-08,Journaling,Partial
2024-10-23,Reading,Completed
2024-11-26,Meditation,Skipped
2024-10-30,Exercise,Partial
2024-12-16,Journaling,Completed
2024-05-22,Reading,Partial
2024-04-04,Reading,Exceeded
2024-09-08,Journaling,Partial
2024-12-29,Meditation,Exceeded
2024-07-25,Exercise,Completed
2024-07-17,Water Intake,Exceeded
2024-04-24,Journaling,Completed
2024-10-30,Exercise,Partial
2024-05-02,Exercise,Completed
2024-03-10,Meditation,Completed
2024-12-30,Reading,Completed
2024-07-15,Exercise,Exceeded
2024-11-07,Meditation,Exceeded
2024-02-28,Meditation,Skipped
2024-04-29,Reading,Completed
2024-03-31,Water Intake,Exceeded
2024-04-27,Reading,Completed
2024-12-17,Exercise,Completed
2024-04-03,Exercise,Skipped
2024-09-25,Reading,Partial
2024-01-10,Journaling,Exceeded
2024-02-18,Reading,Completed
2024-01-04,Journaling,Skipped
2024-07-13,Reading,Completed
2024-04-04,Water Intake,Completed
2024-03-23,Meditation,Skipped
2024-11-28,Water Intake,Exceeded
2024-11-18,Water Intake,Exceeded
2024-09-23,Reading,Skipped
2024-08-07,Meditation,Completed
2024-12-20,Reading,Skipped
2024-04-29,Water Intake,Exceeded
2024-03-12,Reading,Exceeded
2024-08-06,Water Intake,Partial
2024-06-14,Water Intake,Completed
2024-12-31,Journaling,Exceeded
2024-01-24,Journaling,Exceeded
2024-06-28,Reading,Exceeded
2024-04-12,Water Intake,Exceeded
2024-06-02,Journaling,Partial
2024-01-07,Water Intake,Skipped
2024-12-15,Meditation,Completed
2024-07-09,Water Intake,Completed
2024-01-03,Exercise,Skipped
2024-08-25,Reading,Completed
2024-05-07,Journaling,Partial
2024-07-17,Journaling,Completed
2024-02-29,Journaling,Partial
2024-06-12,Exercise,Partial
2024-03-22,Water Intake,Completed
2024-04-15,Meditation,Completed
2024-07-20,Exercise,Exceeded
2024-12-13,Exercise,Exceeded
2024-12-28,Exercise,Skipped
2024-04-10,Meditation,Skipped
2024-02-01,Water Intake,Exceeded
2024-10-18,Reading,Partial
2024-10-27,Exercise,Exceeded
2024-12-09,Reading,Skipped
2024-10-25,Meditation,Exceeded
2024-11-24,Meditation,Exceeded
2024-08-13,Journaling,Skipped
2024-01-11,Journaling,Completed
2024-09-24,Meditation,Exceeded
2024-04-15,Meditation,Partial
2024-05-28,Reading,Exceeded
2024-07-07,Reading,Completed
2024-10-19,Exercise,Skipped
2024-08-21,Journaling,Skipped
2024-10-29,Meditation,Skipped
2024-10-23,Journaling,Partial
2024-05-04,Reading,Partial
2024-10-20,Exercise,Completed
2024-05-09,Meditation,Partial
2024-02-15,Meditation,Completed
2024-10-02,Reading,Skipped
2024-05-12,Meditation,Completed
2024-10-24,Water Intake,Completed
2024-04-13,Journaling,Exceeded
2024-05-05,Exercise,Partial
2024-07-31,Water Intake,Exceeded
2024-11-21,Journaling,Completed
2024-02-08,Meditation,Partial
2024-02-27,Exercise,Completed
2024-11-16,Journaling,Exceeded
2024-12-23,Exercise,Completed
2024-12-05,Exercise,Exceeded
2024-09-25,Reading,Completed
2024-02-17,Exercise,Partial
2024-09-29,Journaling,Completed
2024-07-04,Water Intake,Completed
2024-07-28,Meditation,Partial
2024-09-12,Exercise,Completed
2024-01-05,Reading,Skipped
2024-07-24,Water Intake,Skipped
2024-09-10,Exercise,Completed
2024-01-01,Reading,Completed
2024-10-18,Exercise,Skipped
2024-07-15,Reading,Skipped
2024-06-20,Water Intake,Skipped
2024-01-22,Journaling,Exceeded
2024-08-03,Water Intake,Skipped
2024-11-16,Journaling,Partial
2024-08-19,Meditation,Partial
2024-06-20,Reading,Partial
2024-11-17,Journaling,Skipped
2024-12-18,Reading,Completed
2024-07-16,Reading,Exceeded
2024-12-07,Meditation,Partial
2024-12-24,Journaling,Completed
2024-07-31,Meditation,Completed
2024-05-25,Meditation,Completed
2024-12-10,Exercise,Completed
2024-08-06,Water Intake,Exceeded
2024-06-05,Journaling,Exceeded
2024-06-05,Journaling,Partial
2024-09-24,Journaling,Completed
2024-05-08,Water Intake,Exceeded
2024-02-05,Meditation,Partial
2024-09-06,Journaling,Completed
2024-04-20,Journaling,Partial
2024-02-12,Meditation,Partial
2024-05-25,Exercise,Completed
2024-01-23,Water Intake,Completed
2024-04-16,Water Intake,Exceeded
2024-06-18,Reading,Partial
2024-03-31,Reading,Completed
2024-05-15,Meditation,Partial
2024-10-24,Water Intake,Partial
2024-12-01,Reading,Completed
2024-10-22,Reading,Skipped
2024-09-23,Meditation,Exceeded
2024-08-30,Water Intake,Skipped
2024-08-24,Meditation,Exceeded
2024-12-31,Journaling,Completed
2024-08-25,Reading,Skipped
2024-05-10,Meditation,Partial
2024-03-21,Meditation,Completed
2024-02-26,Reading,Completed
2024-08-24,Exercise,Exceeded
2024-08-14,Water Intake,Completed
2024-01-27,Water Intake,Skipped
2024-02-20,Meditation,Exceeded
2024-11-04,Exercise,Skipped
2024-06-09,Reading,Exceeded
2024-01-08,Water Intake,Completed
2024-08-17,Exercise,Skipped
2024-05-04,Reading,Skipped
2024-06-05,Exercise,Skipped
2024-12-01,Journaling,Skipped
2024-12-10,Water Intake,Completed
2024-12-29,Journaling,Skipped
2024-01-15,Journaling,Exceeded
2024-03-13,Exercise,Completed
2024-02-29,Journaling,Completed
2024-12-03,Meditation,Skipped
2024-05-16,Exercise,Partial
2024-12-11,Meditation,Partial
2024-08-05,Reading,Completed
2024-02-03,Reading,Partial
2024-10-07,Meditation,Partial
